AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
-30.88,-75,-234.63,0,0,0,-137.66,-58.26,-94.15
171.33,75,-246.71,0,0,0,24.34,3.74,47.85
199.22,-74,-452.07,0,0,0,-499.66,230.74,104.85
-355.61,502,-148.21,0,0,0,-645.66,1015.74,4220.85
258.99,-91,-250.42,0,0,0,-602.66,-264.26,-289.15
188.26,-35,-452.07,0,0,0,382.34,-83.26,73.85
