AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
63.46,-317,-49.36,0,0,0,-17824.98,645.22,-3862.45,pop
81.15,-326,-22.17,0,0,0,-17796.64,614.96,-3856.6
98.76,-335,3.09,0,0,0,-17768.3,584.7,-3850.75
116.31,-344,26.57,0,0,0,-17739.96,554.44,-3844.9
133.78,-353,48.38,0,0,0,-17711.62,524.18,-3839.05
151.19,-362,68.65,0,0,0,-17683.28,493.92,-3833.2
168.54,-371,87.49,0,0,0,-17654.94,463.66,-3827.35
