AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
64.75,-5,-147.28,0,0,0,-151.66,102.74,-81.15,pop
-69.73,22,-222.55,0,0,0,-674.66,110.74,-91.15
67.74,1,-219.76,0,0,0,-379.66,82.74,-35.15
66.74,9,-230.91,0,0,0,188.34,-28.26,44.85
-1.99,21,-248.57,0,0,0,22.34,-120.26,14.85
69.73,47,-244.85,0,0,0,197.34,-153.26,111.85
115.55,502,-452.07,0,0,0,5149.34,1561.74,4118.85
17.93,-86,-243.92,0,0,0,-384.66,136.74,217.85
68.73,-15,-254.14,0,0,0,-355.66,-45.26,-177.15
