AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
86.66,196,-241.13,0,0,0,94.34,35.74,62.85
-38.85,-65,-248.57,0,0,0,-185.66,-14.26,-147.15
-82.68,-111,216.04,0,0,0,453.34,-8.26,160.85
24.9,210,169.58,0,0,0,-604.66,499.74,1034.85
-35.86,-101,-183.52,0,0,0,-1953.66,-1285.26,7449.85
-18.93,-3,-311.75,0,0,0,-39.66,-21.26,-97.15
36.86,149,-363.79,0,0,0,573.34,-294.26,309.85
