AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
41.84,13,-241.13,0,0,0,-15.66,-7.26,24.85,pop
62.75,15,-234.63,0,0,0,212.34,-46.26,51.85
73.71,28,-229.98,0,0,0,64.34,-79.26,18.85
-194.24,30,-313.61,0,0,0,-628.66,186.74,-66.15
-492.08,-307,498.53,0,0,0,1150.34,-12.26,-722.15
