AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
221.14,99,-31.13,0,0,0,-28.66,2.74,98.85
-15.94,105,-254.14,0,0,0,192.34,-97.26,172.85
121.53,90,-170.51,0,0,0,-618.66,166.74,-128.15
400.44,-5,-353.57,0,0,0,-638.66,-261.26,8615.85
101.6,-170,-62.72,0,0,0,-172.66,94.74,170.85
