AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
84.67,11,-229.05,0,0,0,-29.66,-4.26,15.85
80.68,10,-231.84,0,0,0,-29.66,-4.26,15.85
79.69,8,-231.84,0,0,0,-29.66,-4.26,16.85
