AccX,AccY,AccZ,MX,MY,MZ,YAW,PITCH,ROLE
177.31,-22,-46,0,0,0,-63.66,1.74,22.85
-50.8,-32,-93.39,0,0,0,-85.66,-25.26,-7.15
26.89,169,19.05,0,0,0,253.34,-74.26,89.85
34.86,-47,-62.72,0,0,0,-126.66,50.74,212.85
39.84,-180,-113.83,0,0,0,2179.34,-144.26,126.85
-159.38,41,92.46,0,0,0,-226.66,97.74,-118.15
76.7,-85,-330.34,0,0,0,-69.66,-94.26,-75.15
