205.2,-22,-265.29,0,0,0,-503.66,258.74,-151.15,ollie
6.97,-96,-76.66,0,0,0,504.34,48.74,145.85
104.59,-64,-121.26,0,0,0,-126.66,77.74,319.85
51.8,146,-452.07,0,0,0,-1208.66,170.74,-331.15
166.35,-98,-13.47,0,0,0,-2376.66,2739.74,-887.15
69.73,-68,-277.37,0,0,0,-127.66,-11.26,135.85
54.79,3,-240.2,0,0,0,-30.66,-5.26,6.85,ollie
139.46,12,-193.74,0,0,0,-95.66,55.74,-5.15
260.98,-7,-452.07,0,0,0,-77.66,5.74,-15.15
498.05,162,-273.66,0,0,0,-1067.66,195.74,-28.15
-32.87,13,-436.27,0,0,0,657.34,-121.26,-2.15
-358.6,502,-452.07,0,0,0,464.34,2873.74,762.85
-111.56,188,-452.07,0,0,0,1305.34,68.74,241.85
-28.89,-1,-395.38,0,0,0,135.34,64.74,-177.15
289.87,-13,-229.98,0,0,0,-84.66,-5.26,4.85,ollie
46.82,-48,-197.46,0,0,0,-312.66,-57.26,-88.15
225.12,71,-423.26,0,0,0,67.34,39.74,63.85
89.65,-163,-354.5,0,0,0,-58.66,-42.26,-160.15
318.75,23,-167.72,0,0,0,-803.66,129.74,-188.15
-138.46,502,-452.07,0,0,0,1240.34,1074.74,721.85
-18.93,-214,-452.07,0,0,0,147.34,81.74,-534.15
84.67,-22,-291.31,0,0,0,588.34,-151.26,-83.15
-13.95,46,-239.27,0,0,0,-183.66,-17.26,31.85,ollie
67.74,47,-304.32,0,0,0,-1178.66,202.74,-159.15
281.9,74,-86.88,0,0,0,-3058.66,-184.26,-116.15
112.56,42,-213.26,0,0,0,-152.66,10.74,78.85
81.68,7,-245.78,0,0,0,18.34,6.74,2.85
67.74,8,-235.56,0,0,0,-29.66,-2.26,15.85
65.74,7,-237.42,0,0,0,-30.66,-2.26,15.85
61.76,4,-239.27,0,0,0,-30.66,-2.26,14.85
93.63,15,-229.05,0,0,0,447.34,-55.26,105.85,ollie
54.79,17,-238.34,0,0,0,32.34,-5.26,22.85
55.78,-4,-238.34,0,0,0,-1.66,-4.26,18.85
54.79,-6,-239.27,0,0,0,-20.66,-2.26,14.85
56.78,-3,-239.27,0,0,0,-30.66,-0.26,13.85
-57.77,-95,200.25,0,0,0,16.34,93.74,141.85,ollie
-17.93,-88,203.03,0,0,0,25.34,-325.26,-252.15
29.88,-97,202.11,0,0,0,-341.66,19.74,-15.15
31.88,-91,219.76,0,0,0,-25.66,-65.26,4.85
