AccZ_second,MagX_second,AccZ_fourth,Mag_XZ,GyroX_fourth,Acc_YZ,Gyro_YZ,GyroY_second,MagY_second,Mag_YZ,MagZ_third,MagY_third,AccZ_third,MagX_first,AccX_second,MagX_fourth,MagY_fourth,AccY_fourth,GyroZ_first,MagZ_fourth,GyroX_third,GyroY_third,AccX_first,AccX_fourth,AccX_third,MagZ_first,AccZ_first,GyroX_first,Gyro_XZ,Gyro_XY,MagZ_second,GyroZ_third,Acc_XY,Acc_XZ,GyroZ_fourth,Mag_XY,AccY_third,AccY_second,GyroY_first,GyroY_fourth,GyroX_second,GyroZ_second,MagX_third,AccY_first,MagY_first,label
634.00404147592224,,16.56372064956035,,13.034858621275312,"(0.24202314725456028, 2.2589040348386284e-05)","(-0.42759380531728669, 9.145921312291614e-15)",25186.021574702729,,,,,-0.8606555605734874,,408.94426785456386,,,61.86753962456372,-21.066058666666667,,-2.482690974787353,2.0244839108010044,-1.0893916666666665,33.23686056066226,-3.1003145943202255,,-7.9710633333333334,-3.4760153333333315,"(0.1760230456182495, 0.0022133091928766991)","(-0.056919413561921046, 0.32582686651876058)",,0.6617144837632826,"(0.77912835475391506, 2.1363199790589232e-62)","(0.22985825606308855, 5.8550295015030133e-05)",2.4691567970893322,,-5.918060175092731,264.25583499744488,7.7168709999999976,12.085143350977011,17414.695676857897,2401.2292889448249,,-0.96357133333333311,,ollie
1046.7683156043079,,8.310717462518083,,103.48300711910537,"(-0.0087576852203284233, 0.87993058829521398)","(-0.18523340903798305, 0.0012690958140645049)",30182.782172230905,,,,,-0.04671452553043895,,472.72712283285279,,,52.3149737278102,-6.673578,,-8.243084060285947,1.4159268610519404,1.5496393333333334,26.295442717373383,1.1325214577608618,,4.8210243333333329,3.6581297658862861,"(-0.068875066099862575, 0.23507650231770105)","(-0.31629181469943418, 2.2646839025992731e-08)",,1.3082968054664263,"(-0.30123096997639653, 1.0390149128466961e-07)","(0.082737269319739279, 0.1528545352025944)",19.213490962526684,,4.957446275505552,348.89177119503324,4.8428873333333344,4.932276698497593,22644.295277838144,646.89991845151599,,0.7652836666666667,,ollie
1171.8156278433996,,7.016438708635691,,34.41410258662622,"(-0.14268465073700751, 0.014008828903105409)","(0.16333727747887294, 0.0047723761379780431)",32751.870496397787,,,,,-0.06659214684832021,,421.94654158074155,,,47.11382520241801,-0.36256936026936093,,1.3043720524382312,1.283773485445612,1.0017760942760945,28.963114842749548,-3.5030604589616603,,4.9105767676767673,12.779951013513511,"(0.32863222207053228, 6.9663744693244417e-09)","(0.10767109304201777, 0.064315425550018526)",,-3.65060223216457,"(0.23434196903630114, 4.6701403550481903e-05)","(-0.11684794509214065, 0.044206559926979729)",30.63559544518707,,2.364181142630976,375.20188999401284,-2.4692050505050509,5.349842601770877,24221.928379329049,2441.097885612226,,0.1334435810810814,,ollie
1301.286739557411,,5.126642380323679,,38.337240707705206,"(0.11860829173732287, 0.040069478609494849)","(-0.52601013183901013, 1.1232223030824311e-22)",38930.539454707636,,,,,-0.876050864393,,625.88805889856121,,,46.56029103370644,-5.6697166666666661,,-0.19786459829008762,0.6547339998689394,-3.634335666666666,18.894402130040163,-2.1450372840247045,,-5.2568669999999997,-3.2766256666666655,"(-0.12508761121829762, 0.030307322408834401)","(0.033471009470610463, 0.56427378629551828)",,0.08119615787836638,"(0.046043659927024763, 0.42685099339878407)","(-0.02586642316901552, 0.65543550078477364)",4.942137164679078,,-4.123413290593532,331.57447703712268,4.6916541806020078,4.015854684239749,24405.079880198107,2153.5394492451223,,-1.0954880000000002,,ollie
1234.619545458864,,7.353663764553719,,4.973796349612004,"(0.15471758177419614, 0.0071603488087332344)","(-0.59516182301325993, 3.1217796925867797e-30)",31925.102597496352,,,,,-0.2310335495743737,,364.23453594524739,,,51.78898003859315,4.212786378737543,,-1.3904304591149546,1.1390068043308552,-0.83798704318936879,32.06285393224928,3.6211316247525387,,-6.2017634551495027,4.477438000000002,"(0.02453554841926613, 0.67210718943935222)","(0.11132020527566769, 0.054096427586127573)",,1.5397787903742461,"(0.11789746218499554, 0.040946838795646666)","(-0.23823065833435744, 2.9637592353321542e-05)",5.9004642467537085,,3.452885497906372,285.83288231193058,2.4132986710963489,5.591640738371698,22876.613121277023,3308.5605121354615,,1.3593335548172758,,ollie
1379.7853513577327,,7.572373477019886,,20.12699986310721,"(0.25432856710085278, 7.9044254627213344e-06)","(-0.4663456614082056, 1.3233095241088723e-17)",31033.426505625001,,,,,0.25416164017544945,,366.2259008691463,,,33.05967947137764,14.071995348837207,,-2.0072148145239233,1.2221049676167102,-0.32142558139534882,37.71722396946971,-4.961232280363234,,6.3397342192691024,-0.64378870431893875,"(-0.080806878344206731, 0.16199251861460634)","(-0.042985353082730819, 0.45823099306604687)",,0.30415933815576013,"(0.43115337850309582, 4.6759287427242906e-15)","(0.1680365332850281, 0.0034554911067706195)",1.3942526241320108,,-0.7068089117690132,500.13869032815683,2.1965443333333377,4.867064735037471,23746.014980598942,1257.6161584643639,,-1.2795388704318933,,ollie
1450.2520388767266,,7.069944441537476,,17.267249434218535,"(-0.091691629413229184, 0.11360620150747461)","(-0.51236471169612297, 2.3965781098988494e-21)",32555.074376794302,,,,,-1.2240821439513838,,390.62256098016985,,,35.607525001441815,12.371524414715722,,-3.30412093481665,1.8741412423892347,-0.17777692307692297,30.685326007545882,-0.5639518337059499,,3.7127264214046822,-3.6197139999999983,"(0.023091924419570507, 0.69086813438076955)","(-0.11428214112009193, 0.048725436510535937)",,-2.3709778845276213,"(-0.056349006610037056, 0.33152045542353425)","(0.10887610828783291, 0.060060186229458315)",22.545755978830584,,2.0858247918815738,471.94701440496499,3.9343587248322183,7.036617005446297,61724.913434507063,3099.5837275704071,,0.93504866666666653,,ollie
1113.9763783109595,,10.156013993137487,,12.250285586069877,"(-0.19854373574935577, 0.00054214355372514975)","(-0.18936961589330328, 0.00098016388484806335)",34187.610538123299,,,,,-0.48727891905796317,,379.94817304987322,,,48.54794537107643,-26.335768999999996,,-2.164790374189569,1.341463856090354,-0.073790333333333194,31.993008120332057,2.718059084295354,,-7.7485473333333346,-4.7937466442953056,"(0.012212522958764722, 0.8337124450984511)","(0.053869772149430124, 0.35408168015111863)",,-1.9751761327522515,"(0.25550515251091976, 7.4081453351696269e-06)","(-0.11889085304140365, 0.039594179563454936)",3.7897299999490013,,6.059766142327717,346.88921824113822,9.3766270000000009,7.117099819609454,22267.470629828596,8265.4355662023409,,0.5571446666666664,,ollie
1128.7517946262983,,6.876035055076567,,32.7430429634353,"(-0.026694902117849209, 0.64569820754595209)","(0.013705143869186181, 0.81343070756606983)",27853.483595008471,,,,,-0.8794884890318136,,465.09028554149057,,,49.489517533200676,0.40602809364548703,,-4.166726500451917,1.3809583257871456,3.1977760000000002,26.132948965394085,3.6579593536903645,,3.4177846666666665,14.764023333333334,"(0.057326626891817278, 0.32318662807060461)","(-0.01480256985411374, 0.79846693025077586)",,-0.9875189434965472,"(0.21535472324981639, 0.00017518066618613155)","(-0.065680429158765069, 0.25675503902233743)",2.6141114439719866,,2.794826656295486,367.19664177868657,1.3071140000000043,5.772217406506945,31247.904164386986,1509.6983934138595,,1.1815030100334449,,ollie
1432.4189712028301,,7.742873440956014,,28.37136327732487,"(-0.380447609741416, 1.1549565848498147e-11)","(0.38729840714184954, 4.5706322908236024e-12)",38531.578123166953,,,,,-0.14856015786831026,,514.44618188469747,,,38.655025840703004,4.4990569023569016,,-3.7395398391670915,1.041722777072497,1.9580070707070703,28.44066282041537,-0.5485749078153154,,7.1639858585858596,5.1348855218855194,"(-0.12971702110386271, 0.02538264108398304)","(-0.075463925973671464, 0.19466989114634439)",,1.3699243277611142,"(-0.3744743136878807, 2.5468549316737912e-11)","(0.25099848335155206, 1.1995557792271596e-05)",8.251772380544775,,4.300227133198941,341.80078828231223,-1.4761424242424255,4.921380100528749,20178.912525110598,1518.7269992934287,,-0.11512861952861979,,ollie
