AccZ_second,MagX_second,AccZ_fourth,Mag_XZ,GyroX_fourth,Acc_YZ,Gyro_YZ,GyroY_second,MagY_second,Mag_YZ,MagZ_third,MagY_third,AccZ_third,MagX_first,AccX_second,MagX_fourth,MagY_fourth,AccY_fourth,GyroZ_first,MagZ_fourth,GyroX_third,GyroY_third,AccX_first,AccX_fourth,AccX_third,MagZ_first,AccZ_first,GyroX_first,Gyro_XZ,Gyro_XY,MagZ_second,GyroZ_third,Acc_XY,Acc_XZ,GyroZ_fourth,Mag_XY,AccY_third,AccY_second,GyroY_first,GyroY_fourth,GyroX_second,GyroZ_second,MagX_third,AccY_first,MagY_first,label
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
634.00404147592224,0.0,16.56372064956035,,13.034858621275312,,,25186.021574702729,0.0,,0.0,0.0,-0.8606555605734874,0.0,408.94426785456386,-3.0,-3.0,61.86753962456372,-21.066058666666667,-3.0,-2.482690974787353,2.0244839108010044,-1.0893916666666665,33.23686056066226,-3.1003145943202255,0.0,-7.9710633333333334,-3.4760153333333315,,,0.0,0.6617144837632826,,,2.4691567970893322,,-5.918060175092731,264.25583499744488,7.7168709999999976,12.085143350977011,17414.695676857897,2401.2292889448249,0.0,-0.96357133333333311,0.0,  0.000000
1046.7683156043079,0.0,8.310717462518083,,103.83603594934922,,,30182.782172230905,0.0,,0.0,0.0,-0.04671452553043895,0.0,472.72712283285279,-3.0,-3.0,52.3149737278102,-6.673578,-3.0,-8.256589123344837,1.4159268610519404,1.5496393333333334,26.295442717373383,1.1325214577608618,0.0,4.8210243333333329,3.6459359999999998,,,0.0,1.3082968054664263,,,19.213490962526684,,4.957446275505552,348.89177119503324,4.8428873333333344,4.932276698497593,22568.858751268705,646.89991845151599,0.0,0.7652836666666667,0.0, -0.000000
1171.8156278433996,0.0,7.016438708635691,,34.540245003384975,,,32751.870496397787,0.0,,0.0,0.0,-0.06659214684832021,0.0,421.94654158074155,-3.0,-3.0,47.283332695781425,-0.36256936026936093,-3.0,1.3073579970623608,1.283773485445612,1.0017760942760945,28.963114842749548,-3.5030604589616603,0.0,4.9105767676767673,12.736920875420873,,,0.0,-3.65060223216457,,,30.63559544518707,,2.3682404606017924,373.93864372208844,-2.4692050505050509,5.349842601770877,24140.921136384684,2441.097885612226,0.0,0.1329942760942763,0.0, -0.000000
1301.286739557411,0.0,5.126642380323679,,38.337240707705206,,,38800.844117348228,0.0,,0.0,0.0,-0.876050864393,0.0,625.88805889856121,-3.0,-3.0,46.56029103370644,-5.6697166666666661,-3.0,-0.19786459829008762,0.6560642398386475,-3.634335666666666,18.894402130040163,-2.1450372840247045,0.0,-5.2568669999999997,-3.2766256666666655,,,0.0,0.08119615787836638,,,4.942137164679078,,-4.123413290593532,331.57447703712268,4.6760153333333347,4.039500859175741,24405.079880198107,2153.5394492451223,0.0,-1.0954880000000002,0.0,  0.000000
1234.619545458864,0.0,7.353663764553719,,4.99978034081761,,,31925.102597496352,0.0,,0.0,0.0,-0.2310335495743737,0.0,364.23453594524739,-3.0,-3.0,51.78898003859315,4.212786378737543,-3.0,-1.392444383612183,1.1390068043308552,-0.83798704318936879,32.06285393224928,3.6211316247525387,0.0,-6.2017634551495027,4.4625627906976781,,,0.0,1.5397787903742461,,,5.9004642467537085,,3.452885497906372,285.83288231193058,2.4132986710963489,5.591640738371698,22800.677465884793,3308.5605121354615,0.0,1.3593335548172758,0.0,  0.000000
1379.7853513577327,0.0,7.572373477019886,,20.12699986310721,,,30930.341396894517,0.0,,0.0,0.0,0.25416164017544945,0.0,366.2259008691463,-3.0,-3.0,33.05967947137764,14.071995348837207,-3.0,-2.0072148145239233,1.2242636405821348,-0.32142558139534882,37.71722396946971,-4.961232280363234,0.0,6.3397342192691024,-0.64378870431893875,,,0.0,0.30415933815576013,,,1.3942526241320108,,-0.7068089117690132,500.13869032815683,2.1892468438538248,4.893483316318229,23746.014980598942,1257.6161584643639,0.0,-1.2795388704318933,0.0, -0.000000
1445.4636600460997,0.0,7.101387527243446,,17.267249434218535,,,32338.143054176016,0.0,,0.0,0.0,-1.2250956929829593,0.0,389.32059077452124,-3.0,-3.0,35.607525001441815,12.330285999999999,-3.0,-3.30412093481665,1.8808483482302882,-0.17718433333333333,30.798035598024867,-0.5649839781715618,0.0,3.7003506666666657,-3.6197139999999983,,,0.0,-2.3721642594909684,,,22.615723076010287,,2.0858247918815738,471.94701440496499,3.9081296666666701,7.105010003471863,61724.913434507063,3089.7602632594708,0.0,0.93504866666666653,0.0, -0.000000
1113.9763783109595,0.0,10.156013993137487,,12.354292439543384,,,34187.610538123299,0.0,,0.0,0.0,-0.48727891905796317,0.0,379.94817304987322,-3.0,-3.0,48.54794537107643,-26.335768999999996,-3.0,-2.172664630080929,1.341463856090354,-0.073790333333333194,31.993008120332057,2.718059084295354,0.0,-7.7485473333333346,-4.7617883333333371,,,0.0,-1.9751761327522515,,,3.7897299999490013,,6.059766142327717,346.88921824113822,9.3766270000000009,7.117099819609454,22119.173004342032,8265.4355662023409,0.0,0.5571446666666664,0.0,  0.000000
1128.7517946262983,0.0,6.876035055076567,,32.7430429634353,,,27853.483595008471,0.0,,0.0,0.0,-0.8794884890318136,0.0,465.09028554149057,-3.0,-3.0,49.66603857978582,0.40467466666666951,-3.0,-4.166726500451917,1.3809583257871456,3.1977760000000002,26.132948965394085,3.6579593536903645,0.0,3.4177846666666665,14.764023333333334,,,0.0,-0.9890637249591745,,,2.632745590335202,,2.800059981181342,365.97729062675154,1.3071140000000043,5.772217406506945,31247.904164386986,1504.6666131334248,0.0,1.1775646666666668,0.0, -0.000000
