AccZ_second,AccZ_first,GyroX_first,GyroZ_first,GyroX_second,GyroY_first,GyroZ_second,GyroY_second,AccX_first,AccY_first,AccX_second,AccY_second,label
45990.510447222223,-233.70166666666668,992.00666666666677,299.84999999999997,4990960.888888889,-523.7600000000001,161262.33333333334,1466557.5833333333,-27.724999999999998,-22.5,8002.9842916666685,2273.9166666666665, ollie
