AccZ_second,MagX_second,AccZ_fourth,Mag_XZ,GyroX_fourth,Acc_YZ,Gyro_YZ,GyroY_second,MagY_second,Mag_YZ,MagZ_third,MagY_third,AccZ_third,MagX_first,AccX_second,MagX_fourth,MagY_fourth,AccY_fourth,GyroZ_first,MagZ_fourth,GyroX_third,GyroY_third,AccX_first,AccX_fourth,AccX_third,MagZ_first,AccZ_first,GyroX_first,Gyro_XZ,Gyro_XY,MagZ_second,GyroZ_third,Acc_XY,Acc_XZ,GyroZ_fourth,Mag_XY,AccY_third,AccY_second,GyroY_first,GyroY_fourth,GyroX_second,GyroZ_second,MagX_third,AccY_first,MagY_first,label
45990.510447222223,0.0,0.3909239704975147,,1.1575470776894177,"(-0.78903898725481147, 0.062062460994018319)","(-0.9086274619364948, 0.012141979116743864)",1466557.5833333333,0.0,,0.0,0.0,1.3054185777454,0.0,8002.9842916666685,-3.0,-3.0,-0.7072243426283511,299.84999999999997,-3.0,1.7640278234703823,-1.7697842103189516,-27.724999999999998,-0.988771026144101,-0.7050606047580571,0.0,-233.70166666666668,992.00666666666677,"(0.91698582040010901, 0.010050990972035439)","(-0.99801656531880734, 5.8971182727930905e-06)",0.0,1.253610532476422,"(0.41969029922526813, 0.40742666474843026)","(-0.58831288795216929, 0.21934175913206788)",0.286268729988123,,-0.7030557086635266,2273.9166666666665,-523.7600000000001,1.1661573325887655,4990960.888888889,161262.33333333334,0.0,-22.5,0.0, ollie
